count:
[0, 1, 4, 7, 5, 6, 3, 17, 8, 7, 2, 7, 1, 25, 2, 1, 25, 4, 33, 2, 4, 1, 17, 12, 8, 3, 1, 2, 2, 8, 12, 41, 13, 3, 1, 38, 44, 7, 6, 94, 13, 6, 79, 1, 4, 31, 9, 4, 99, 9, 42, 5, 20, 12, 19, 2, 18, 187, 2, 23, 4, 8, 8, 20, 41, 13, 3, 1, 35, 3, 57, 113, 1, 5, 55, 16, 39, 8, 69, 37, 53, 20, 12, 19, 2, 18, 180, 3, 4, 29, 8, 4, 2, 2, 61, 13, 3, 15, 21, 7, 53, 13, 39, 61, 1, 5, 37, 18, 16, 80, 70, 76, 12, 21, 18, 147, 19, 14, 7, 37, 4, 4, 14, 47, 16, 1, 14, 81, 13, 100, 24, 37, 16, 39, 8, 4, 208, 22, 1, 142, 40, 2, 27, 8, 8, 20, 41, 13, 3, 15, 71, 6, 4, 113, 1, 60, 16, 2, 204, 53, 22, 1, 142, 30, 3, 7, 2, 27, 8, 8, 36, 41, 1, 14, 175, 19, 61, 106, 60, 56, 20, 33, 133, 2, 30, 33, 7, 2, 27, 8, 82, 3, 15, 71, 6, 4, 113, 1, 60, 16, 2, 37, 41, 70, 88, 21, 18, 147, 36, 4, 29, 8, 100, 71, 6, 4, 113, 1, 60, 16, 38, 1, 41, 146, 33, 33, 50, 115, 3, 4, 29, 8, 85, 15, 81, 113, 1, 60, 16, 39, 220, 133, 2, 30, 33, 7, 2, 27, 8, 8, 20, 41, 13, 3, 15, 71, 10, 113, 61, 16, 56, 60, 34, 76, 33, 22, 10]
weight vectors:
6.50000,-14.04402,-5.48475,-6.54181,-2.17359
6.00000,-13.39402,-10.61865,-5.06531,0.75831
6.50000,-14.03632,-8.98290,-5.94886,-0.87209
6.00000,-14.29607,-7.35125,-7.49361,-0.37964
6.50000,-13.84851,-4.96435,-9.91516,-3.17509
6.00000,-13.19851,-10.09825,-8.43866,-0.24319
6.50000,-13.61151,-8.61770,-9.08186,-0.97554
7.00000,-13.07966,-6.76985,-11.16156,-1.94449
7.50000,-13.81966,-12.03205,-6.20276,-2.19579
8.00000,-13.45086,-9.60580,-8.60206,-5.02874
8.50000,-12.72581,-7.80245,-10.62991,-5.82704
8.00000,-12.82122,-12.36730,-8.76741,-2.91584
8.50000,-13.83547,-10.44390,-9.08459,-3.50334
9.00000,-13.04497,-10.00936,-10.24149,-3.09128
9.50000,-12.24977,-8.90331,-11.80064,-3.14991
10.00000,-13.66932,-12.21831,-6.55819,-3.36047
10.50000,-13.87914,-10.76361,-7.45114,-4.46392
11.00000,-12.87029,-9.86451,-8.93019,-4.35898
11.50000,-11.85479,-8.93851,-10.43624,-4.35747
11.00000,-12.11454,-7.30686,-11.98099,-3.86502
11.50000,-13.86754,-13.59021,-4.40069,-4.24110
11.00000,-14.15284,-13.57781,-5.02174,-3.96005
11.50000,-13.39899,-12.59801,-6.55094,-4.02127
12.00000,-12.30184,-10.32286,-9.03894,-5.38397
11.50000,-11.97948,-8.01975,-13.21244,-4.02902
12.00000,-13.45438,-12.15625,-8.08014,-3.44757
12.50000,-12.70958,-10.44186,-10.09559,-4.16052
12.00000,-12.62904,-7.21066,-14.27424,-3.39972
11.50000,-12.23559,-11.99381,-12.38089,0.35198
12.00000,-15.44794,-7.22826,-12.36947,-3.07387
12.50000,-16.41839,-11.57066,-7.79197,-2.60362
13.00000,-15.74249,-11.04091,-8.96382,-2.40363
12.50000,-15.90711,-8.81331,-11.24972,-1.90923
12.00000,-16.16686,-7.18166,-12.79447,-1.41678
12.50000,-18.01491,-14.02061,-4.00472,-2.72583
12.00000,-19.29006,-11.54471,-7.19117,-2.51785
11.50000,-19.54981,-9.91306,-8.73592,-2.02540
11.00000,-19.80955,-8.28141,-10.28067,-1.53294
11.50000,-18.91580,-5.89141,-12.84877,-3.15104
12.00000,-19.65580,-11.15361,-7.88997,-3.40234
11.50000,-20.00865,-8.40456,-12.05837,-1.96659
11.00000,-19.07945,-12.34756,-11.22622,-1.04739
11.50000,-18.28895,-11.91301,-12.38312,-0.63533
12.00000,-17.49375,-10.80696,-13.94227,-0.69396
12.50000,-18.91330,-14.12196,-8.69982,-0.90452
13.00000,-19.12312,-12.66726,-9.59277,-2.00797
13.50000,-18.11427,-11.76816,-11.07182,-1.90302
14.00000,-17.09877,-10.84216,-12.57787,-1.90152
14.50000,-15.90292,-8.56391,-15.07227,-3.35087
15.00000,-17.47407,-15.08216,-7.23362,-3.68170
14.50000,-17.73382,-13.45051,-8.77837,-3.18925
15.00000,-16.97997,-12.47071,-10.30757,-3.25046
15.50000,-15.88282,-10.19556,-12.79557,-4.61316
16.00000,-17.68207,-17.02521,-3.99297,-5.85951
16.50000,-17.82215,-15.48876,-5.68582,-7.31726
16.00000,-17.49979,-13.18566,-9.85932,-5.96231
16.50000,-16.75499,-11.47126,-11.87477,-6.67526
16.00000,-16.67445,-8.24006,-16.05342,-5.91446
15.50000,-16.28100,-13.02321,-14.16007,-2.16276
15.00000,-16.44560,-10.79561,-16.44597,-1.66836
15.50000,-17.41605,-15.13801,-11.86847,-1.19812
16.00000,-19.49000,-11.57676,-11.91017,-4.40672
15.50000,-19.65462,-9.34916,-14.19607,-3.91232
16.00000,-20.92327,-12.82866,-9.79337,-3.14787
16.50000,-20.31927,-10.79146,-12.17512,-4.45432
16.00000,-20.57902,-9.15981,-13.71987,-3.96187
16.50000,-22.42707,-15.99876,-4.93012,-5.27092
16.00000,-23.70222,-13.52286,-8.11657,-5.06294
15.50000,-22.30652,-14.40956,-11.50437,-4.86336
15.00000,-22.56627,-12.77791,-13.04912,-4.37091
14.50000,-22.82600,-11.14626,-14.59387,-3.87845
14.00000,-21.50205,-16.21496,-13.92837,-1.14310
14.50000,-20.77700,-14.41161,-15.95622,-1.94140
15.00000,-19.98180,-13.30556,-17.51537,-2.00003
15.50000,-21.40135,-16.62056,-12.27292,-2.21059
16.00000,-20.39250,-15.72146,-13.75197,-2.10564
16.50000,-19.37700,-14.79546,-15.25802,-2.10414
17.00000,-18.53705,-12.69206,-17.52792,-3.30069
17.50000,-20.81360,-18.98476,-9.80707,-4.04984
18.00000,-19.61775,-16.70651,-12.30147,-5.49919
17.50000,-19.87750,-15.07486,-13.84622,-5.00674
18.00000,-18.78035,-12.79971,-16.33422,-6.36944
18.50000,-20.57960,-19.62936,-7.53162,-7.61579
18.00000,-20.25724,-17.32626,-11.70512,-6.26084
18.50000,-19.59809,-16.37541,-13.36067,-6.22831
19.00000,-18.85329,-14.66101,-15.37612,-6.94126
18.50000,-18.45984,-19.44416,-13.48277,-3.18956
19.00000,-21.67219,-14.67861,-13.47135,-6.61541
18.50000,-21.83679,-12.45101,-15.75725,-6.12101
18.00000,-22.00141,-10.22341,-18.04315,-5.62661
18.50000,-23.27006,-13.70291,-13.64045,-4.86216
18.00000,-23.52981,-12.07126,-15.18520,-4.36971
17.50000,-23.13636,-16.85441,-13.29185,-0.61801
17.00000,-23.39611,-15.22276,-14.83660,-0.12556
16.50000,-23.65585,-13.59111,-16.38135,0.36690
17.00000,-22.76210,-11.20111,-18.94945,-1.25120
17.50000,-23.50210,-16.46331,-13.99065,-1.50250
18.00000,-23.13330,-14.03706,-16.38995,-4.33545
18.50000,-22.12445,-13.13796,-17.86900,-4.23050
19.00000,-24.13535,-17.28996,-11.59150,-4.98545
19.50000,-23.52140,-15.27451,-13.91325,-6.94170
20.00000,-22.68145,-13.17111,-16.18315,-8.13825
19.50000,-22.94120,-11.53946,-17.72790,-7.64580
20.00000,-24.69420,-17.82281,-10.14760,-8.02188
20.50000,-23.94035,-16.84301,-11.67680,-8.08309
21.00000,-22.84320,-14.56786,-14.16480,-9.44579
20.50000,-22.52084,-12.26476,-18.33830,-8.09084
21.00000,-23.99574,-16.40126,-13.20600,-7.50939
21.50000,-23.25094,-14.68686,-15.22145,-8.22234
21.00000,-23.17040,-11.45566,-19.40010,-7.46154
20.50000,-22.77695,-16.23881,-17.50674,-3.70984
20.00000,-22.94155,-14.01121,-19.79265,-3.21544
20.50000,-24.57615,-20.38151,-12.01400,-3.28635
20.00000,-25.48695,-17.14411,-16.03970,-3.07708
19.50000,-25.65157,-14.91651,-18.32559,-2.58268
19.00000,-25.91132,-13.28486,-19.87035,-2.09023
19.50000,-27.75937,-20.12381,-11.08060,-3.39928
19.00000,-28.01912,-18.49216,-12.62535,-2.90683
18.50000,-28.27885,-16.86051,-14.17010,-2.41437
19.00000,-27.83129,-14.47361,-16.59164,-5.20982
19.50000,-27.04079,-14.03907,-17.74855,-4.79776
20.00000,-26.03194,-13.13997,-19.22760,-4.69281
20.50000,-28.04284,-17.29197,-12.95010,-5.44776
21.00000,-27.42889,-15.27652,-15.27185,-7.40401
21.50000,-26.58894,-13.17312,-17.54174,-8.60056
21.00000,-26.52582,-18.33392,-15.68569,-5.54131
21.50000,-25.32997,-16.05567,-18.18009,-6.99066
21.00000,-25.58972,-14.42402,-19.72484,-6.49821
21.50000,-27.34272,-20.70737,-12.14454,-6.87429
22.00000,-26.58887,-19.72757,-13.67374,-6.93550
22.50000,-25.49172,-17.45242,-16.16174,-8.29820
22.00000,-25.16936,-15.14932,-20.33524,-6.94325
22.50000,-25.49820,-16.55022,-18.47949,-6.44456
22.00000,-25.10475,-21.33337,-16.58614,-2.69286
22.50000,-28.31710,-16.56781,-16.57472,-6.11871
22.00000,-28.48170,-14.34022,-18.86062,-5.62431
21.50000,-27.83170,-19.47412,-17.38412,-2.69241
21.00000,-28.09145,-17.84247,-18.92887,-2.19996
20.50000,-28.35120,-16.21082,-20.47362,-1.70751
21.00000,-30.03030,-19.83102,-14.75267,-1.99307
21.50000,-29.30525,-18.02766,-16.78052,-2.79137
22.00000,-28.51475,-17.59312,-17.93742,-2.37931
22.50000,-27.71955,-16.48707,-19.49657,-2.43794
23.00000,-26.71070,-15.58797,-20.97562,-2.33299
23.50000,-28.58585,-22.31727,-12.17902,-3.72154
23.00000,-29.05070,-20.41872,-14.50047,-3.57369
23.50000,-28.21075,-18.31532,-16.77037,-4.77024
24.00000,-27.01490,-16.03707,-19.26477,-6.21959
23.50000,-27.27465,-14.40542,-20.80952,-5.72714
24.00000,-29.02765,-20.68877,-13.22922,-6.10322
24.50000,-28.27380,-19.70897,-14.75842,-6.16443
25.00000,-27.17665,-17.43382,-17.24642,-7.52713
24.50000,-27.09611,-14.20262,-21.42507,-6.76633
24.00000,-26.70266,-18.98577,-19.53172,-3.01463
23.50000,-26.86726,-16.75817,-21.81762,-2.52023
24.00000,-28.50186,-23.12847,-14.03897,-2.59114
23.50000,-29.41266,-19.89107,-18.06467,-2.38187
23.00000,-29.57728,-17.66347,-20.35057,-1.88747
22.50000,-29.83703,-16.03182,-21.89532,-1.39502
23.00000,-31.68508,-22.87077,-13.10557,-2.70407
22.50000,-31.94483,-21.23912,-14.65032,-2.21162
22.00000,-32.20456,-19.60747,-16.19507,-1.71916
22.50000,-31.75700,-17.22057,-18.61662,-4.51461
23.00000,-30.86325,-14.83057,-21.18472,-6.13271
22.50000,-29.53930,-19.89927,-20.51922,-3.39736
23.00000,-28.81425,-18.09592,-22.54707,-4.19566
23.50000,-30.23380,-21.41092,-17.30462,-4.40622
24.00000,-29.22495,-20.51182,-18.78367,-4.30127
24.50000,-28.20945,-19.58582,-20.28972,-4.29977
25.00000,-27.36950,-17.48242,-22.55962,-5.49632
25.50000,-28.94065,-24.00067,-14.72097,-5.82714
25.00000,-29.20040,-22.36902,-16.26572,-5.33469
25.50000,-28.44655,-21.38922,-17.79492,-5.39591
26.00000,-27.34940,-19.11407,-20.28292,-6.75861
25.50000,-27.51400,-16.88647,-22.56882,-6.26421
26.00000,-29.14860,-23.25677,-14.79017,-6.33512
25.50000,-30.05940,-20.01937,-18.81587,-6.12584
25.00000,-30.22402,-17.79177,-21.10177,-5.63144
24.50000,-30.48377,-16.16012,-22.64652,-5.13899
25.00000,-32.33182,-22.99907,-13.85677,-6.44804
24.50000,-32.59157,-21.36742,-15.40152,-5.95559
24.00000,-32.85131,-19.73577,-16.94627,-5.46313
24.50000,-32.31946,-17.88792,-19.02597,-6.43208
25.00000,-31.42571,-15.49792,-21.59407,-8.05018
24.50000,-30.10176,-20.56662,-20.92857,-5.31483
25.00000,-29.30656,-19.46057,-22.48772,-5.37346
25.50000,-28.29771,-18.56147,-23.96677,-5.26851
26.00000,-30.09831,-21.83092,-18.70507,-5.51334
26.50000,-29.23176,-19.85372,-21.07567,-6.76419
27.00000,-28.03591,-17.57547,-23.57007,-8.21354
27.50000,-29.60706,-24.09372,-15.73142,-8.54437
27.00000,-29.86681,-22.46207,-17.27617,-8.05192
27.50000,-29.11296,-21.48227,-18.80537,-8.11313
28.00000,-28.01581,-19.20712,-21.29337,-9.47583
27.50000,-27.62236,-23.99027,-19.40002,-5.72413
27.00000,-27.78696,-21.76267,-21.68592,-5.22973
26.50000,-27.95158,-19.53507,-23.97182,-4.73533
26.00000,-28.21133,-17.90342,-25.51657,-4.24288
26.50000,-30.05938,-24.74237,-16.72682,-5.55193
26.00000,-30.31913,-23.11072,-18.27157,-5.05948
25.50000,-30.57886,-21.47907,-19.81632,-4.56702
26.00000,-29.68511,-19.08907,-22.38442,-6.18512
26.50000,-28.67626,-18.18997,-23.86347,-6.08017
27.00000,-30.55141,-24.91927,-15.06687,-7.46872
26.50000,-31.01626,-23.02072,-17.38832,-7.32087
27.00000,-30.17631,-20.91732,-19.65822,-8.51742
27.50000,-28.98046,-18.63907,-22.15262,-9.96677
27.00000,-29.24021,-17.00742,-23.69737,-9.47432
27.50000,-30.99321,-23.29077,-16.11707,-9.85040
28.00000,-30.23936,-22.31097,-17.64627,-9.91162
28.50000,-29.14221,-20.03582,-20.13427,-11.27432
28.00000,-28.81985,-17.73272,-24.30777,-9.91937
28.50000,-30.29475,-21.86922,-19.17547,-9.33792
29.00000,-29.54995,-20.15482,-21.19092,-10.05087
28.50000,-29.46941,-16.92362,-25.36957,-9.29007
28.00000,-29.07596,-21.70677,-23.47622,-5.53837
27.50000,-29.24056,-19.47917,-25.76212,-5.04397
28.00000,-30.87516,-25.84947,-17.98347,-5.11488
27.50000,-31.03978,-23.62187,-20.26937,-4.62048
27.00000,-31.29953,-21.99022,-21.81412,-4.12803
26.50000,-31.55928,-20.35857,-23.35887,-3.63558
26.00000,-31.81902,-18.72692,-24.90362,-3.14312
26.50000,-34.06207,-25.37137,-16.24927,-4.75282
26.00000,-34.41492,-22.62232,-20.41767,-3.31707
26.50000,-33.68987,-20.81897,-22.44552,-4.11537
27.00000,-32.89467,-19.71292,-24.00467,-4.17399
27.50000,-31.88582,-18.81382,-25.48372,-4.06904
28.00000,-33.89672,-22.96582,-19.20622,-4.82399
